,index,order_id,order_date,delivered_date,customer_id,customer_name,customer_age,customer_gender,customer_segment,region,state,city,product_id,product_name,category,sub_category,brand,unit_price,quantity,discount_percentage,discount_amount,sales_amount,profit_margin,profit_amount,tax_rate,tax_amount,shipping_cost,shipping_method,total_amount,payment_method,delivery_time_days,order_status,rating,is_repeat_customer,order_year,order_month,order_quarter,order_day_of_week
551,557,ORD100381,2022-08-27,2022-09-01,CUST10109,Aditya Chopra,55,Female,Consumer,North,Uttar Pradesh,Lucknow,PROD5129,Milton Storage,Kitchen,Storage,Milton,8408.66,1,0,0.0,8408.66,0.2027,1704.09,0.18,1513.56,118.34,Standard,10040.56,Net Banking,5,Delivered,3.5,No,2022,8,Q3,Saturday
552,558,ORD100995,2022-08-28,2022-08-29,CUST10257,Vikram Kumar,56,Female,Corporate,Central,Madhya Pradesh,Bhopal,PROD1927,Nilkamal Dining Tables,Furniture,Dining Tables,Nilkamal,10765.19,4,20,8612.15,34448.61,0.1851,6377.39,0.12,4133.83,0.0,Same Day,38582.44,Credit Card,1,Delivered,4.5,Yes,2022,8,Q3,Sunday
553,559,ORD100925,2022-08-28,2022-08-31,CUST10223,Anjali Patel,50,Female,Consumer,South,Kerala,Trivandrum,PROD6799,IKEA Chairs,Furniture,Chairs,IKEA,8794.9,2,0,0.0,17589.8,0.2008,3532.31,0.12,2110.78,49.91,Standard,19750.49,Debit Card,3,Delivered,5.0,No,2022,8,Q3,Sunday
554,560,ORD100582,2022-08-30,2022-09-06,CUST10129,Priya Iyer,36,Male,Consumer,Central,Madhya Pradesh,Bhopal,PROD8449,UrbanLadder Chairs,Furniture,Chairs,UrbanLadder,37248.54,1,15,5587.28,31661.26,0.2009,6359.69,0.12,3799.35,0.0,Standard,35460.61,Debit Card,7,Delivered,5.0,No,2022,8,Q3,Tuesday
555,561,ORD100934,2022-08-31,2022-09-02,CUST10294,Vikram Nair,38,Female,Consumer,East,West Bengal,Siliguri,PROD9324,HP Headphones,Electronics,Headphones,HP,2046.02,2,0,0.0,4092.03,0.1032,422.28,0.18,736.57,107.0,Express,4935.6,Debit Card,2,Delivered,4.0,Yes,2022,8,Q3,Wednesday
556,562,ORD100516,2022-09-02,2022-09-03,CUST10239,Divya Patel,47,Male,Consumer,East,Bihar,Gaya,PROD6105,Dell Laptops,Electronics,Laptops,Dell,862.64,3,20,517.58,2070.33,0.0437,90.56,0.18,372.66,172.14,Express,2615.13,Net Banking,1,Delivered,2.5,Yes,2022,9,Q3,Friday
557,563,ORD100566,2022-09-04,2022-09-08,CUST10161,Amit Verma,40,Female,Corporate,West,Goa,Panaji,PROD7480,Milton Storage,Kitchen,Storage,Milton,2641.78,2,20,1056.71,4226.85,0.1869,790.15,0.18,760.83,123.21,Standard,5110.9,Credit Card,4,Delivered,4.5,No,2022,9,Q3,Sunday
558,564,ORD100581,2022-09-06,,CUST10021,Arjun Kumar,37,Female,Consumer,West,Maharashtra,Pune,PROD5190,Nike Dresses,Clothing,Dresses,Nike,3681.78,4,5,736.36,13990.76,0.3618,5062.0,0.12,1678.89,115.75,Standard,15785.39,Credit Card,6,Returned,,No,2022,9,Q3,Tuesday
559,565,ORD100731,2022-09-06,2022-09-13,CUST10242,Kavita Malhotra,23,Female,Home Office,East,Assam,Guwahati,PROD7392,Nike Shoes,Clothing,Shoes,Nike,721.1,1,5,36.05,685.04,0.4251,291.24,0.12,82.2,140.18,Standard,907.42,Credit Card,7,Delivered,5.0,No,2022,9,Q3,Tuesday
560,566,ORD100363,2022-09-08,2022-09-15,CUST10092,Rohan Reddy,24,Female,Corporate,West,Maharashtra,Mumbai,PROD3955,Nilkamal Study Tables,Furniture,Study Tables,Nilkamal,57862.45,1,0,0.0,57862.45,0.2013,11649.34,0.12,6943.49,0.0,Standard,64805.94,Credit Card,7,Delivered,3.5,Yes,2022,9,Q3,Thursday
561,567,ORD100218,2022-09-08,2022-09-15,CUST10050,Pooja Kumar,39,Female,Home Office,West,Gujarat,Ahmedabad,PROD7662,Apple Headphones,Electronics,Headphones,Apple,2863.82,1,5,143.19,2720.63,0.0906,246.4,0.18,489.71,92.78,Standard,3303.12,Wallet,7,Delivered,3.5,Yes,2022,9,Q3,Thursday
562,568,ORD100622,2022-09-09,,CUST10066,Sneha Patel,56,Male,Consumer,East,Bihar,Gaya,PROD3651,Tupperware Dinnerware,Kitchen,Dinnerware,Tupperware,11814.03,1,0,0.0,11814.03,0.1627,1922.01,0.18,2126.52,33.43,Economy,13973.98,Wallet,6,Shipped,,No,2022,9,Q3,Friday
563,569,ORD100107,2022-09-11,2022-09-16,CUST10001,Vikram Banerjee,28,Male,Home Office,North,Delhi,Delhi,PROD3443,Oxford Cooking,Books,Cooking,Oxford,1433.28,3,0,0.0,4299.84,0.4585,1971.63,0.12,515.98,43.21,Economy,4859.03,Credit Card,5,Delivered,4.0,No,2022,9,Q3,Sunday
564,570,ORD100835,2022-09-15,2022-09-20,CUST10276,Sneha Gupta,44,Female,Corporate,Central,Madhya Pradesh,Gwalior,PROD5291,Oxford Cooking,Books,Cooking,Oxford,1282.43,3,0,0.0,3847.29,0.4021,1547.17,0.12,461.67,69.42,Economy,4378.38,Net Banking,5,Delivered,4.0,Yes,2022,9,Q3,Thursday
565,571,ORD100564,2022-09-19,2022-09-21,CUST10160,Neha Banerjee,30,Female,Consumer,Central,Madhya Pradesh,Gwalior,PROD2972,IKEA Study Tables,Furniture,Study Tables,IKEA,30762.71,1,25,7690.68,23072.03,0.1821,4201.77,0.12,2768.64,156.4,Express,25997.08,Credit Card,2,Delivered,2.5,Yes,2022,9,Q3,Monday
566,572,ORD100893,2022-09-20,2022-09-21,CUST10173,Priya Singh,40,Female,Consumer,South,Karnataka,Mysore,PROD1114,HomeCenter Lamps,Home Decor,Lamps,HomeCenter,2228.58,1,0,0.0,2228.58,0.3084,687.34,0.12,267.43,169.83,Express,2665.84,UPI,1,Delivered,4.5,No,2022,9,Q3,Tuesday
567,573,ORD100713,2022-09-21,2022-09-22,CUST10239,Divya Patel,47,Male,Consumer,North,Punjab,Chandigarh,PROD5303,LG Cameras,Electronics,Cameras,LG,1880.02,2,25,940.01,2820.04,0.0411,115.81,0.18,507.61,228.69,Express,3556.33,EMI,1,Delivered,4.0,Yes,2022,9,Q3,Wednesday
568,574,ORD100267,2022-09-23,2022-09-30,CUST10184,Pooja Chopra,53,Male,Consumer,West,Gujarat,Ahmedabad,PROD4126,UrbanLadder Dining Tables,Furniture,Dining Tables,UrbanLadder,16617.26,1,30,4985.18,11632.08,0.1982,2304.98,0.12,1395.85,111.35,Standard,13139.28,Net Banking,7,Delivered,3.0,No,2022,9,Q3,Friday
569,575,ORD100352,2022-09-25,2022-09-28,CUST10128,Arjun Joshi,27,Female,Consumer,South,Kerala,Trivandrum,PROD8017,Zara Dresses,Clothing,Dresses,Zara,4524.65,2,5,452.47,8596.84,0.426,3662.12,0.12,1031.62,120.98,Express,9749.44,Credit Card,3,Delivered,4.0,Yes,2022,9,Q3,Sunday
570,576,ORD100309,2022-09-27,2022-10-01,CUST10013,Sneha Gupta,39,Female,Consumer,South,Tamil Nadu,Chennai,PROD4818,FabIndia Curtains,Home Decor,Curtains,FabIndia,3264.5,2,10,652.9,5876.1,0.2298,1350.14,0.12,705.13,75.94,Standard,6657.18,Credit Card,4,Delivered,4.5,No,2022,9,Q3,Tuesday
571,577,ORD100848,2022-10-01,2022-10-04,CUST10292,Neha Sharma,36,Female,Corporate,East,Bihar,Patna,PROD3350,HarperCollins Fiction,Books,Fiction,HarperCollins,291.89,3,15,131.35,744.33,0.3662,272.57,0.12,89.32,194.68,Express,1028.33,EMI,3,Delivered,4.5,No,2022,10,Q4,Saturday
572,578,ORD100044,2022-10-01,2022-10-05,CUST10180,Karan Verma,38,Male,Consumer,South,Tamil Nadu,Madurai,PROD9882,HarperCollins Comics,Books,Comics,HarperCollins,1486.42,6,20,1783.7,7134.82,0.3807,2716.14,0.12,856.18,129.98,Standard,8120.98,Debit Card,4,Delivered,2.5,Yes,2022,10,Q4,Saturday
573,579,ORD100599,2022-10-02,,CUST10223,Anjali Patel,50,Female,Consumer,West,Gujarat,Ahmedabad,PROD4744,WestSide Curtains,Home Decor,Curtains,WestSide,3055.66,5,5,763.91,14514.36,0.2125,3084.72,0.12,1741.72,104.4,Standard,16360.49,Credit Card,3,Cancelled,,No,2022,10,Q4,Sunday
574,580,ORD100631,2022-10-05,2022-10-12,CUST10280,Arjun Verma,36,Female,Home Office,South,Karnataka,Mysore,PROD4153,Nilkamal Study Tables,Furniture,Study Tables,Nilkamal,71526.95,1,0,0.0,71526.95,0.2968,21232.53,0.12,8583.23,0.0,Standard,80110.19,Wallet,7,Delivered,4.0,No,2022,10,Q4,Wednesday
575,581,ORD100777,2022-10-06,,CUST10050,Pooja Kumar,39,Female,Home Office,Central,Chhattisgarh,Raipur,PROD2386,Milton Appliances,Kitchen,Appliances,Milton,8689.99,2,5,869.0,16510.98,0.1697,2802.65,0.18,2971.98,233.1,Express,19716.06,UPI,2,Cancelled,,Yes,2022,10,Q4,Thursday
576,582,ORD100724,2022-10-11,2022-10-14,CUST10074,Rahul Chopra,49,Female,Corporate,East,West Bengal,Siliguri,PROD1517,Dell Smartwatches,Electronics,Smartwatches,Dell,2656.21,3,5,398.43,7570.21,0.0999,756.13,0.18,1362.64,132.96,Standard,9065.81,Credit Card,3,Delivered,2.5,Yes,2022,10,Q4,Tuesday
577,583,ORD100393,2022-10-12,2022-10-19,CUST10223,Anjali Patel,50,Female,Consumer,Central,Chhattisgarh,Raipur,PROD5605,Adidas Jeans,Clothing,Jeans,Adidas,4831.23,1,20,966.25,3864.99,0.3105,1200.12,0.12,463.8,62.64,Standard,4391.43,Cash on Delivery,7,Delivered,4.5,No,2022,10,Q4,Wednesday
578,584,ORD100708,2022-10-13,2022-10-14,CUST10231,Arjun Chopra,64,Male,Consumer,East,Assam,Dibrugarh,PROD8255,Scholastic Fiction,Books,Fiction,Scholastic,966.16,3,10,289.85,2608.63,0.3535,922.1,0.12,313.04,318.32,Same Day,3239.98,Credit Card,1,Delivered,3.0,No,2022,10,Q4,Thursday
579,585,ORD100186,2022-10-14,2022-10-17,CUST10121,Kavita Malhotra,36,Female,Home Office,East,Assam,Dibrugarh,PROD3867,Godrej Study Tables,Furniture,Study Tables,Godrej,16641.81,3,20,9985.08,39940.34,0.2317,9253.46,0.12,4792.84,0.0,Standard,44733.18,Debit Card,3,Delivered,4.5,Yes,2022,10,Q4,Friday
580,586,ORD100983,2022-10-16,2022-10-22,CUST10153,Divya Gupta,57,Female,Consumer,South,Tamil Nadu,Coimbatore,PROD9257,Hometown Mirrors,Home Decor,Mirrors,Hometown,7111.79,1,20,1422.36,5689.43,0.2201,1252.49,0.12,682.73,146.17,Standard,6518.34,Wallet,6,Delivered,4.0,Yes,2022,10,Q4,Sunday
581,587,ORD100784,2022-10-17,2022-10-23,CUST10254,Karan Singh,30,Male,Consumer,South,Tamil Nadu,Madurai,PROD7732,Philips Cookware,Kitchen,Cookware,Philips,10436.57,4,30,12523.89,29222.4,0.1253,3660.2,0.18,5260.03,0.0,Standard,34482.43,EMI,6,Delivered,3.5,Yes,2022,10,Q4,Monday
582,588,ORD100697,2022-10-17,2022-10-18,CUST10059,Rahul Joshi,33,Male,Consumer,South,Kerala,Calicut,PROD4060,Penguin Comics,Books,Comics,Penguin,941.36,2,5,94.14,1788.58,0.3797,679.09,0.12,214.63,213.96,Express,2217.17,UPI,1,Delivered,5.0,No,2022,10,Q4,Monday
583,589,ORD100898,2022-10-18,2022-10-21,CUST10079,Divya Kulkarni,24,Female,Consumer,West,Goa,Margao,PROD5043,HP Tablets,Electronics,Tablets,HP,1788.89,1,25,447.22,1341.66,0.0829,111.19,0.18,241.5,124.75,Standard,1707.91,Wallet,3,Delivered,4.0,Yes,2022,10,Q4,Tuesday
584,590,ORD100145,2022-10-18,2022-10-18,CUST10214,Neha Singh,27,Female,Corporate,East,Odisha,Cuttack,PROD3148,Adidas Jackets,Clothing,Jackets,Adidas,4907.8,3,30,4417.02,10306.38,0.2857,2944.38,0.12,1236.77,189.21,Same Day,11732.36,Credit Card,0,Delivered,1.0,Yes,2022,10,Q4,Tuesday
585,591,ORD100419,2022-10-19,,CUST10243,Kavita Chopra,26,Female,Consumer,East,Bihar,Patna,PROD7292,LG Smartphones,Electronics,Smartphones,LG,2339.7,2,0,0.0,4679.39,0.0928,434.4,0.18,842.29,133.15,Standard,5654.83,UPI,3,Processing,,Yes,2022,10,Q4,Wednesday
586,592,ORD100054,2022-10-19,,CUST10155,Sneha Banerjee,34,Female,Consumer,South,Telangana,Hyderabad,PROD2211,Tupperware Storage,Kitchen,Storage,Tupperware,6057.24,2,20,2422.9,9691.59,0.1756,1701.59,0.18,1744.49,78.42,Economy,11514.49,Cash on Delivery,10,Shipped,,Yes,2022,10,Q4,Wednesday
587,593,ORD100779,2022-10-19,2022-10-19,CUST10232,Sneha Kulkarni,62,Male,Consumer,West,Goa,Margao,PROD4266,Milton Containers,Kitchen,Containers,Milton,4941.21,1,15,741.18,4200.03,0.1797,754.65,0.18,756.0,268.93,Same Day,5224.96,Debit Card,0,Delivered,5.0,Yes,2022,10,Q4,Wednesday
588,594,ORD100056,2022-10-21,2022-10-24,CUST10012,Kavita Nair,40,Male,Corporate,West,Maharashtra,Pune,PROD3321,HomeCenter Wall Art,Home Decor,Wall Art,HomeCenter,3808.12,1,25,952.03,2856.09,0.2086,595.85,0.12,342.73,50.74,Standard,3249.56,Net Banking,3,Delivered,2.5,Yes,2022,10,Q4,Friday
589,595,ORD100323,2022-10-22,,CUST10191,Divya Verma,53,Female,Home Office,West,Gujarat,Surat,PROD7292,WestSide Mirrors,Home Decor,Mirrors,WestSide,5149.74,2,20,2059.89,8239.58,0.2091,1722.52,0.12,988.75,141.38,Standard,9369.7,Cash on Delivery,6,Cancelled,,Yes,2022,10,Q4,Saturday
590,596,ORD100763,2022-10-22,2022-10-28,CUST10136,Rohan Patel,59,Male,Consumer,South,Tamil Nadu,Madurai,PROD6025,Godrej Study Tables,Furniture,Study Tables,Godrej,52741.09,6,5,15822.33,300624.23,0.1967,59118.73,0.12,36074.91,0.0,Standard,336699.14,Wallet,6,Delivered,5.0,Yes,2022,10,Q4,Saturday
591,597,ORD100619,2022-10-23,2022-10-25,CUST10075,Amit Iyer,30,Female,Corporate,East,Odisha,Cuttack,PROD4222,Local Publishers Self-Help,Books,Self-Help,Local Publishers,764.42,5,30,1146.63,2675.47,0.2928,783.3,0.12,321.06,180.82,Express,3177.34,EMI,2,Delivered,4.0,Yes,2022,10,Q4,Sunday
592,598,ORD100410,2022-10-25,,CUST10287,Rahul Kulkarni,25,Male,Consumer,South,Karnataka,Mangalore,PROD4223,Puma Jeans,Clothing,Jeans,Puma,2500.02,5,5,625.01,11875.11,0.2896,3438.79,0.12,1425.01,49.96,Economy,13350.08,UPI,5,Shipped,,Yes,2022,10,Q4,Tuesday
593,599,ORD100082,2022-10-25,2022-11-04,CUST10138,Priya Iyer,56,Female,Consumer,South,Karnataka,Mysore,PROD5602,Penguin Non-Fiction,Books,Non-Fiction,Penguin,275.17,10,20,550.34,2201.35,0.372,818.95,0.12,264.16,43.33,Economy,2508.84,Debit Card,10,Delivered,5.0,No,2022,10,Q4,Tuesday
594,600,ORD100689,2022-10-25,2022-10-25,CUST10065,Karan Kulkarni,26,Male,Consumer,East,West Bengal,Kolkata,PROD1416,Milton Storage,Kitchen,Storage,Milton,2114.18,4,25,2114.18,6342.54,0.1167,740.05,0.18,1141.66,279.47,Same Day,7763.66,Wallet,0,Delivered,4.5,No,2022,10,Q4,Tuesday
595,601,ORD100830,2022-10-27,2022-10-28,CUST10180,Karan Verma,38,Male,Consumer,Central,Chhattisgarh,Raipur,PROD6733,Scholastic Cooking,Books,Cooking,Scholastic,1057.96,1,25,264.49,793.47,0.374,296.72,0.12,95.22,223.73,Same Day,1112.42,Cash on Delivery,1,Delivered,4.0,Yes,2022,10,Q4,Thursday
596,602,ORD100104,2022-10-27,2022-11-02,CUST10085,Meera Singh,34,Female,Consumer,North,Delhi,New Delhi,PROD9524,Puma Jackets,Clothing,Jackets,Puma,3223.03,1,30,966.91,2256.12,0.3145,709.61,0.12,270.73,139.15,Standard,2666.01,Debit Card,6,Delivered,3.0,Yes,2022,10,Q4,Thursday
597,603,ORD100359,2022-10-28,2022-10-30,CUST10011,Rohan Banerjee,26,Male,Home Office,South,Telangana,Hyderabad,PROD1996,Levis T-Shirts,Clothing,T-Shirts,Levis,4094.32,3,15,1842.44,10440.51,0.3057,3191.46,0.12,1252.86,245.73,Express,11939.1,Cash on Delivery,2,Delivered,4.5,No,2022,10,Q4,Friday
598,604,ORD100115,2022-10-29,2022-11-01,CUST10196,Sneha Malhotra,29,Male,Corporate,West,Goa,Panaji,PROD5819,Zara Jackets,Clothing,Jackets,Zara,2591.52,1,10,259.15,2332.37,0.3645,850.15,0.12,279.88,205.22,Express,2817.48,Net Banking,3,Delivered,4.0,No,2022,10,Q4,Saturday
599,605,ORD100514,2022-10-30,2022-11-02,CUST10093,Rohan Iyer,49,Male,Consumer,West,Goa,Panaji,PROD1273,Pepperfry Chairs,Furniture,Chairs,Pepperfry,23298.14,3,10,6989.44,62904.97,0.2462,15489.3,0.12,7548.6,0.0,Express,70453.57,UPI,3,Delivered,5.0,No,2022,10,Q4,Sunday
600,606,ORD100162,2022-10-30,,CUST10172,Amit Gupta,50,Female,Consumer,South,Kerala,Trivandrum,PROD7090,Zara Shoes,Clothing,Shoes,Zara,2413.31,2,20,965.32,3861.3,0.2788,1076.58,0.12,463.36,100.02,Standard,4424.67,Net Banking,5,Cancelled,,Yes,2022,10,Q4,Sunday
601,607,ORD100322,2022-10-31,2022-11-04,CUST10221,Aditya Chopra,38,Female,Consumer,South,Kerala,Kochi,PROD5918,HomeCenter Rugs,Home Decor,Rugs,HomeCenter,6153.24,1,15,922.99,5230.26,0.2028,1060.72,0.12,627.63,89.9,Standard,5947.78,Debit Card,4,Delivered,4.0,Yes,2022,10,Q4,Monday
602,608,ORD100656,2022-10-31,,CUST10167,Kavita Nair,55,Female,Consumer,West,Maharashtra,Pune,PROD9592,Local Publishers Comics,Books,Comics,Local Publishers,1358.37,1,5,67.92,1290.45,0.4494,579.93,0.12,154.85,35.6,Economy,1480.91,Cash on Delivery,6,Shipped,,Yes,2022,10,Q4,Monday
603,609,ORD100077,2022-11-01,2022-11-02,CUST10068,Divya Reddy,32,Female,Consumer,West,Maharashtra,Nagpur,PROD3141,Oxford Fiction,Books,Fiction,Oxford,506.8,1,5,25.34,481.46,0.4466,215.03,0.12,57.78,147.71,Express,686.95,Credit Card,1,Delivered,5.0,No,2022,11,Q4,Tuesday
604,610,ORD100899,2022-11-03,2022-11-09,CUST10185,Divya Gupta,43,Female,Corporate,East,Bihar,Gaya,PROD8567,Philips Cookware,Kitchen,Cookware,Philips,2424.78,3,0,0.0,7274.34,0.1884,1370.72,0.18,1309.38,123.42,Standard,8707.14,Credit Card,6,Delivered,3.0,No,2022,11,Q4,Thursday
605,611,ORD100860,2022-11-04,,CUST10252,Sneha Joshi,51,Male,Home Office,South,Kerala,Trivandrum,PROD9388,Milton Containers,Kitchen,Containers,Milton,3201.8,1,15,480.27,2721.53,0.2116,575.84,0.18,489.88,131.23,Standard,3342.64,UPI,7,Processing,,No,2022,11,Q4,Friday
606,612,ORD100789,2022-11-04,2022-11-05,CUST10017,Rajesh Reddy,62,Male,Consumer,West,Gujarat,Ahmedabad,PROD1746,HP Headphones,Electronics,Headphones,HP,1679.92,1,15,251.99,1427.93,0.0996,142.22,0.18,257.03,224.46,Express,1909.42,Credit Card,1,Delivered,2.5,Yes,2022,11,Q4,Friday
607,613,ORD100011,2022-11-05,2022-11-10,CUST10199,Rohan Kulkarni,60,Male,Corporate,West,Maharashtra,Nagpur,PROD1266,WestSide Curtains,Home Decor,Curtains,WestSide,3891.39,1,10,389.14,3502.25,0.2687,941.09,0.12,420.27,104.01,Standard,4026.53,Net Banking,5,Delivered,4.0,Yes,2022,11,Q4,Saturday
608,614,ORD100278,2022-11-05,2022-11-07,CUST10024,Priya Joshi,29,Male,Consumer,North,Rajasthan,Udaipur,PROD8424,Penguin Cooking,Books,Cooking,Penguin,639.67,1,25,159.92,479.76,0.3279,157.33,0.12,57.57,199.83,Express,737.15,EMI,2,Delivered,4.5,No,2022,11,Q4,Saturday
609,615,ORD100270,2022-11-05,2022-11-08,CUST10173,Priya Singh,40,Female,Consumer,Central,Chhattisgarh,Raipur,PROD7395,Puma Accessories,Clothing,Accessories,Puma,4822.13,4,25,4822.13,14466.4,0.3076,4450.46,0.12,1735.97,226.68,Express,16429.05,Debit Card,3,Delivered,3.5,Yes,2022,11,Q4,Saturday
610,616,ORD100537,2022-11-07,,CUST10189,Karan Patel,47,Male,Consumer,North,Uttar Pradesh,Lucknow,PROD6247,FabIndia Cushions,Home Decor,Cushions,FabIndia,1192.15,1,10,119.22,1072.94,0.2665,285.89,0.12,128.75,141.43,Standard,1343.12,EMI,3,Processing,,No,2022,11,Q4,Monday
611,617,ORD100588,2022-11-10,2022-11-15,CUST10034,Neha Singh,25,Male,Home Office,West,Goa,Panaji,PROD7774,HarperCollins Non-Fiction,Books,Non-Fiction,HarperCollins,1290.7,1,10,129.07,1161.63,0.3504,407.07,0.12,139.4,87.51,Standard,1388.53,Wallet,5,Delivered,4.5,No,2022,11,Q4,Thursday
612,618,ORD100356,2022-11-10,2022-11-17,CUST10218,Pooja Verma,65,Male,Corporate,North,Punjab,Chandigarh,PROD6751,Zara Dresses,Clothing,Dresses,Zara,3729.98,1,25,932.49,2797.48,0.2454,686.63,0.12,335.7,112.65,Standard,3245.83,EMI,7,Delivered,3.0,Yes,2022,11,Q4,Thursday
613,619,ORD100673,2022-11-11,2022-11-17,CUST10048,Sneha Sharma,47,Female,Consumer,West,Gujarat,Surat,PROD4356,HP Smartphones,Electronics,Smartphones,HP,2140.53,4,15,1284.32,7277.81,0.0743,540.62,0.18,1310.01,55.67,Economy,8643.48,EMI,6,Delivered,4.5,Yes,2022,11,Q4,Friday
614,620,ORD100035,2022-11-11,,CUST10028,Arjun Nair,63,Female,Consumer,West,Maharashtra,Nagpur,PROD8575,HomeCenter Rugs,Home Decor,Rugs,HomeCenter,6890.29,1,0,0.0,6890.29,0.2382,1641.05,0.12,826.84,63.97,Standard,7781.1,Net Banking,7,Returned,,Yes,2022,11,Q4,Friday
615,621,ORD100775,2022-11-14,2022-11-15,CUST10185,Divya Gupta,43,Female,Corporate,East,West Bengal,Durgapur,PROD5923,Scholastic Academic,Books,Academic,Scholastic,1051.84,2,15,315.55,1788.12,0.4224,755.32,0.12,214.57,128.28,Express,2130.98,Credit Card,1,Delivered,4.5,No,2022,11,Q4,Monday
616,622,ORD100132,2022-11-15,2022-11-17,CUST10293,Priya Sharma,35,Female,Consumer,South,Karnataka,Bangalore,PROD7642,Levis Jeans,Clothing,Jeans,Levis,3236.17,2,0,0.0,6472.35,0.4079,2640.28,0.12,776.68,112.86,Express,7361.89,Cash on Delivery,2,Delivered,5.0,Yes,2022,11,Q4,Tuesday
617,623,ORD100502,2022-11-17,,CUST10044,Meera Singh,56,Male,Consumer,Central,Chhattisgarh,Raipur,PROD5536,HP Cameras,Electronics,Cameras,HP,1556.43,4,50,3112.86,3112.86,-0.0269,-83.64,0.18,560.32,103.27,Standard,3776.45,Net Banking,6,Shipped,,No,2022,11,Q4,Thursday
618,624,ORD100871,2022-11-18,2022-11-21,CUST10064,Rajesh Kumar,64,Female,Consumer,South,Kerala,Trivandrum,PROD9610,Sony Laptops,Electronics,Laptops,Sony,1025.93,2,0,0.0,2051.87,0.1024,210.2,0.18,369.34,112.31,Standard,2533.51,Cash on Delivery,3,Delivered,4.0,Yes,2022,11,Q4,Friday
619,625,ORD100131,2022-11-19,2022-11-20,CUST10108,Kavita Kulkarni,29,Female,Consumer,South,Tamil Nadu,Chennai,PROD2938,Puma Shoes,Clothing,Shoes,Puma,3507.88,2,10,701.58,6314.19,0.2853,1801.44,0.12,757.7,188.62,Express,7260.51,Debit Card,1,Delivered,4.5,Yes,2022,11,Q4,Saturday
620,626,ORD100754,2022-11-20,,CUST10072,Neha Verma,35,Female,Consumer,West,Maharashtra,Pune,PROD2158,HarperCollins Fiction,Books,Fiction,HarperCollins,245.18,1,0,0.0,245.18,0.4662,114.3,0.12,29.42,202.69,Express,477.29,Net Banking,1,Cancelled,,Yes,2022,11,Q4,Sunday
621,627,ORD100339,2022-11-21,2022-11-24,CUST10222,Amit Kulkarni,51,Female,Consumer,South,Kerala,Kochi,PROD7498,Samsung Laptops,Electronics,Laptops,Samsung,1618.29,3,40,1941.95,2912.92,-0.0237,-69.11,0.18,524.33,198.78,Express,3636.03,Net Banking,3,Delivered,4.0,No,2022,11,Q4,Monday
622,628,ORD100008,2022-11-22,,CUST10063,Rohan Chopra,42,Male,Consumer,East,West Bengal,Kolkata,PROD3414,Levis Jackets,Clothing,Jackets,Levis,4255.61,1,25,1063.9,3191.7,0.3169,1011.38,0.12,383.0,229.29,Same Day,3804.0,Debit Card,1,Returned,,Yes,2022,11,Q4,Tuesday
623,629,ORD100414,2022-11-23,2022-11-24,CUST10073,Arjun Desai,53,Female,Corporate,Central,Chhattisgarh,Raipur,PROD5929,Pepperfry Chairs,Furniture,Chairs,Pepperfry,56374.44,3,25,42280.83,126842.49,0.2075,26320.52,0.12,15221.1,0.0,Express,142063.59,Net Banking,1,Delivered,1.0,Yes,2022,11,Q4,Wednesday
624,630,ORD100445,2022-11-23,,CUST10109,Aditya Chopra,55,Female,Consumer,North,Rajasthan,Jaipur,PROD3918,FabIndia Lamps,Home Decor,Lamps,FabIndia,867.72,3,15,390.47,2212.69,0.2505,554.18,0.12,265.52,78.36,Standard,2556.57,EMI,4,Shipped,,Yes,2022,11,Q4,Wednesday
625,631,ORD100121,2022-11-24,,CUST10191,Divya Verma,53,Female,Home Office,Central,Chhattisgarh,Bilaspur,PROD4154,LG Tablets,Electronics,Tablets,LG,1163.84,1,0,0.0,1163.84,0.118,137.35,0.18,209.49,194.04,Express,1567.38,Net Banking,1,Shipped,,Yes,2022,11,Q4,Thursday
626,632,ORD100932,2022-11-25,2022-11-27,CUST10292,Neha Sharma,36,Female,Corporate,North,Delhi,Delhi,PROD2802,FabIndia Rugs,Home Decor,Rugs,FabIndia,604.38,2,10,120.88,1087.89,0.2742,298.26,0.12,130.55,157.76,Express,1376.2,Credit Card,2,Delivered,4.5,No,2022,11,Q4,Friday
627,633,ORD100422,2022-11-25,2022-11-28,CUST10060,Rahul Chopra,37,Female,Consumer,West,Maharashtra,Mumbai,PROD1369,Scholastic Self-Help,Books,Self-Help,Scholastic,490.23,5,40,980.46,1470.68,0.2326,342.12,0.12,176.48,230.72,Express,1877.89,Cash on Delivery,3,Delivered,3.5,Yes,2022,11,Q4,Friday
628,634,ORD100804,2022-11-28,,CUST10146,Amit Malhotra,42,Male,Corporate,West,Gujarat,Surat,PROD3058,FabIndia Lamps,Home Decor,Lamps,FabIndia,853.28,1,10,85.33,767.95,0.2565,196.98,0.12,92.15,294.71,Same Day,1154.81,Credit Card,0,Shipped,,No,2022,11,Q4,Monday
629,635,ORD100698,2022-11-28,2022-12-04,CUST10124,Amit Kulkarni,47,Male,Consumer,South,Tamil Nadu,Chennai,PROD6968,Hawkins Cookware,Kitchen,Cookware,Hawkins,5402.86,3,20,3241.72,12966.86,0.177,2295.0,0.18,2334.04,137.17,Standard,15438.07,Cash on Delivery,6,Delivered,3.5,Yes,2022,11,Q4,Monday
